"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"arranjo-de-condolencias-a-familia-enlutada";"Arranjo de Condolências á Familia Enlutada";"Coroas e Condolencias";"";"";"";"";"";"";"239.90";"";"";"";"";"";"";"3558";"";"SIM";"NÃO";"Uma última homenagem, em respeito e carinho a alguém importante, pode ser feita através de um arranjo de condolências, enviado para a casa da família em luto. Criamos uma nova forma de você se fazer presente, pois não estão permitidos velórios em caso de mortes pela pandemia e, para outras causas, são permitidos velórios com duração de uma a duas horas e as vezes reservado aos familiares mais próximos Dimensões Aproximadas 40cmAltura X 40cm Largura Gostou? Então confira mais modelos de Arranjos de Flores ! Praça Das Flores Flore s - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, coroas e condolencias";"Arranjo de Condolências á Familia Enlutada";"Uma última homenagem, em respeito e carinho a alguém importante, pode ser feita através de um arranjo de condolências, enviado para a casa da família em luto. C";"Praça Das Flores";"SIM";"";"";"";""
"conjunto-funeral-homenagem";"Conjunto Funeral Homenagem";"Coroas e Condolencias";"";"";"";"";"";"";"799.90";"";"";"";"";"";"";"4464";"";"SIM";"NÃO";"Floricultura Praça Das Flores - Conjunto fúnebre que compõe: Duas coroas pequenas (dimensões aproximadas: Alt.60cm). Dois arranjos Tufo de chão ( dimensão aproximada: Alt 40cm) Arranjo fúnebre em formato de cruz As flores são produtos de época, em caso de falta, realizaremos a substituição por outra flor compatível. Foto somente ilustrativa";"floricultura, coroas e condolencias";"Conjunto Funeral Homenagem";"Floricultura Praça Das Flores - Conjunto fúnebre que compõe: Duas coroas pequenas (dimensões aproximadas: Alt.60cm). Dois arranjos Tufo de chão ( dimensão aprox";"Praça Das Flores";"SIM";"";"";"";""
"coroa-coracao-com-detalhes-em-rosas-vermelhas";"Coroa Coração com Detalhes em Rosas Vermelhas";"Coroas e Condolencias";"";"";"";"";"";"";"499.90";"";"";"";"";"";"";"3165";"";"SIM";"NÃO";"Coroa com mix de flores do campo e detalhes em rosas vermelhas Dimensões Aproximadas: 1,30 m de altura Fica Belíssimo !!! Gostou? Então confira outros modelos de Coroa de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa Coração com Detalhes em Rosas Vermelhas";"Coroa com mix de flores do campo e detalhes em rosas vermelhas Dimensões Aproximadas: 1,30 m de altura Fica Belíssimo !!! Gostou? Então confira outros modelos d";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-amor";"Coroa de Flores Amor";"Coroas e Condolencias";"";"";"";"";"";"";"250.00";"";"";"";"";"";"";"2679";"";"SIM";"NÃO";"Coroas de Flores Amor, esta ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno. Esta coroa é composta por um mix de flores que podem variar de acordo com a disponibilidade da época. Acompanha faixa personalizada de homenagem, onde você poderá expressar com palavras os seus sentimentos . Dimensões aproximadas 1.00m de largura x 1.00m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa de Flores Amor";"Coroas de Flores Amor, esta ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno.";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-com-carinho";"Coroa de Flores Com Carinho";"Coroas e Condolencias";"";"";"";"";"";"";"450.00";"";"";"";"";"";"";"2678";"";"SIM";"NÃO";"Coroa de Flores Com Carinho, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno. Esta coroa é composta por um mix de flores que podem variar de acordo com a disponibilidade da época. Acompanha faixa personalizada de homenagem, onde você poderá expressar com palavras os seus sentimentos. Dimensões Aproximadas 1.30m de largura x 1.30m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Coroas de Flores";"floricultura, coroas e condolencias";"Coroa de Flores Com Carinho";"Coroa de Flores Com Carinho, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho e";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-levo-voce-no-meu-coracao";"Coroa de Flores Levo Você no Meu Coração";"Coroas e Condolencias";"";"";"";"";"";"";"850.00";"";"";"";"";"";"";"5262";"";"SIM";"NÃO";"Em momentos de despedida, as flores falam por nós. A coroa Levo Você no Meu Coração foi criada para expressar amor, saudade e gratidão de forma delicada e respeitosa. Com aproximadamente 1 metro de altura, é composta por flores do campo, crisântemos e rosas nacionais vermelhas, simbolizando a paz e o amor eterno. Acompanha faixa com mensagem personalizada, ideal para homenagear quem partiu e demonstrar apoio à família nesse momento tão doloroso. Uma homenagem sincera para dizer: ""Você estará sempre presente em meu coração.""";"floricultura, coroas e condolencias";"Coroa de Flores Levo Você no Meu Coração";"Em momentos de despedida, as flores falam por nós. A coroa Levo Você no Meu Coração foi criada para expressar amor, saudade e gratidão de forma delicada e respe";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-luxo";"Coroa de Flores Luxo";"Coroas e Condolencias";"";"";"";"";"";"";"750.00";"";"";"";"";"";"";"2556";"";"SIM";"NÃO";"Coroa de Flores Saudades Dupla tamanho Grande. Sofisticada coroa de flores com mix de flores nobres nacionais da época. Acompanha faixa personalizada. As tonalidades das flores poderão sofrer variação conforme disponibilidade da época. Dimensões Aproximadas: Altura 1,60m e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com um presente belíssimo.";"floricultura, coroas e condolencias";"Coroa de Flores Luxo";"Coroa de Flores Saudades Dupla tamanho Grande. Sofisticada coroa de flores com mix de flores nobres nacionais da época. Acompanha faixa personalizada. As tonali";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-saudades";"Coroa de Flores Saudades";"Coroas e Condolencias";"";"";"";"";"";"";"450.00";"";"";"";"";"";"";"2673";"";"SIM";"NÃO";"Coroa de Flores Saudades, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno. Esta coroa é composta por um mix de flores que podem variar de acordo com a disponibilidade da época. Acompanha faixa personalizada de homenagem. Dimensões Aproximadas : 1.30m de largura x 1.30m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa de Flores Saudades";"Coroa de Flores Saudades, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eter";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-sentimentos";"Coroa de Flores Sentimentos";"Coroas e Condolencias";"";"";"";"";"";"";"370.00";"";"";"";"";"";"";"2671";"";"SIM";"NÃO";"Coroa de flores sentimentos composta com um mix de flores coloridas da época (as flores poderão variar de acordo com a época e a disponibilidade), acompanha faixa personalizada. Homenagear com uma coroa de flores a pessoa que partiu é uma forma de demonstrar respeito e carinho a partida da pessoa e aos familiares. Dimensões Aproximadas 1.25m de largura x 1.25m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa de Flores Sentimentos";"Coroa de flores sentimentos composta com um mix de flores coloridas da época (as flores poderão variar de acordo com a época e a disponibilidade), acompanha fai";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-standard";"Coroa de Flores Standard";"Coroas e Condolencias";"";"";"";"";"";"";"330.00";"";"";"";"";"";"";"2557";"";"SIM";"NÃO";"Coroa de Flores Standard. Medalhão com flores de crisântemos e detalhes em rosas nacionias, acompanha faixa personalizada de homenagem. As cores poderão sofrer variação conforme disponibilidade em estoque. Dimensões Aproximadas 1.20m de largura x 1.20m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com um presente belíssimo.";"floricultura, coroas e condolencias";"Coroa de Flores Standard";"Coroa de Flores Standard. Medalhão com flores de crisântemos e detalhes em rosas nacionias, acompanha faixa personalizada de homenagem. As cores poderão sofrer ";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-tradicional";"Coroa de Flores Tradicional";"Coroas e Condolencias";"";"";"";"";"";"";"350.00";"";"";"";"";"";"";"3930";"";"SIM";"NÃO";"Coroas de Flores Saudade Eterna, esta ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno. Esta coroa é composta por um mix de flores que podem variar de acordo com a disponibilidade da época. Acompanha faixa personalizada de homenagem, onde você poderá expressar com palavras os seus sentimentos . Dimensões Aproximadas 1.20m de largura x 1.20m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, coroas e condolencias";"Coroa de Flores Tradicional";"Coroas de Flores Saudade Eterna, esta ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carin";"Praça Das Flores";"SIM";"";"";"";""
"coroa-de-flores-ultimo-adeus";"Coroa de Flores Último Adeus";"Coroas e Condolencias";"";"";"";"";"";"";"650.00";"";"";"";"";"";"";"2676";"";"SIM";"NÃO";"Coroa de Flores Último Adeus, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho eterno. Esta coroa é composta por um mix de flores que podem variar de acordo com a disponibilidade da época. Acompanha faixa personalizada de homenagem, onde você poderá expressar com palavras os seus sentimentos. Dimensões Aproximadas 1.50m de largura x 1.50m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. Gostou? Então confira outros modelos de Coroas de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa de Flores Último Adeus";"Coroa de Flores Último Adeus, está ligada ás cerimônias de despedida dos entes queridos, representando um símbolo de grande honra e uma demonstração de carinho ";"Praça Das Flores";"SIM";"";"";"";""
"coroa-funeral-infantil-azul";"Coroa Funeral Infantil Azul";"Coroas e Condolencias";"";"";"";"";"";"";"889.90";"";"";"";"";"";"";"5255";"";"SIM";"NÃO";"Coroa Funeral Infantil - 1m (Modelo Coração) Uma homenagem delicada e cheia de carinho para despedidas infantis. Coroa em formato de coração com flores brancas e detalhes em rosa, acabamento elegante e presença marcante. Altura: 1 metro Indicação: funeral/velório infantil Observação: flores e tonalidades podem variar conforme disponibilidade, mantendo o mesmo padrão e qualidade";"floricultura, coroas e condolencias";"Coroa Funeral Infantil Azul";"Coroa Funeral Infantil - 1m (Modelo Coração) Uma homenagem delicada e cheia de carinho para despedidas infantis. Coroa em formato de coração com flores brancas ";"Praça Das Flores";"SIM";"";"";"";""
"coroa-funeral-infantil-rosa";"Coroa Funeral Infantil Rosa";"Coroas e Condolencias";"";"";"";"";"";"";"889.90";"";"";"";"";"";"";"5256";"";"SIM";"NÃO";"Coroa Funeral Infantil - 1m (Modelo Coração) Uma homenagem delicada e cheia de carinho para despedidas infantis. Coroa em formato de coração com flores brancas e detalhes em rosa, acabamento elegante e presença marcante. Altura: 1 metro Indicação: funeral/velório infantil Observação: flores e tonalidades podem variar conforme disponibilidade, mantendo o mesmo padrão e qualidade";"floricultura, coroas e condolencias";"Coroa Funeral Infantil Rosa";"Coroa Funeral Infantil - 1m (Modelo Coração) Uma homenagem delicada e cheia de carinho para despedidas infantis. Coroa em formato de coração com flores brancas ";"Praça Das Flores";"SIM";"";"";"";""
"coroa-sentimentos";"Coroa Sentimentos";"Coroas e Condolencias";"";"";"";"";"";"";"359.00";"";"";"";"";"";"";"3102";"";"SIM";"NÃO";"Sofisticada Coroa de Flores que contem mix e flores coloridas da época . Representando com sensibilidade e a essência do amor a sua ultima homenagem. Foto meramente ilustrativa, produto sujeito a alterações conforme disponibilidade da época Dimensões Aproximadas 1.20m de largura x 1.20m de altura e faixa central para que possa identificar quem é o portador da homenagem ou deixar uma frase de carinho. FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Coroa de Flores e surpreenda com uma homenagem belíssima.";"floricultura, coroas e condolencias";"Coroa Sentimentos";"Sofisticada Coroa de Flores que contem mix e flores coloridas da época . Representando com sensibilidade e a essência do amor a sua ultima homenagem. Foto meram";"Praça Das Flores";"SIM";"";"";"";""
"cruz-funebre-em-flores-brancas";"Cruz Fúnebre em Flores Brancas";"Coroas e Condolencias";"";"";"";"";"";"";"259.90";"";"";"";"";"";"";"5204";"";"SIM";"NÃO";"Um símbolo de fé, paz e amor eterno. Este arranjo fúnebre em formato de cruz foi cuidadosamente confeccionado com flores brancas, principalmente crisântemos, que representam pureza, serenidade e espiritualidade. Ideal para homenagens cristãs e cerimônias de despedida, a cruz floral transmite uma mensagem de esperança, carinho e respeito, tornando o último adeus mais acolhedor e significativo. Um arranjo delicado, elegante e cheio de significado, criado para expressar sentimentos profundos quando as palavras não são suficientes. Entrega direta em velórios, igrejas e cemitérios, com todo cuidado, pontualidade e respeito que o momento exige.";"floricultura, coroas e condolencias";"Cruz Fúnebre em Flores Brancas";"Um símbolo de fé, paz e amor eterno. Este arranjo fúnebre em formato de cruz foi cuidadosamente confeccionado com flores brancas, principalmente crisântemos, qu";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-de-mini-orquidea-com-suculenta";"Arranjo de Mini Orquídea com Suculenta";"Orquideas";"";"";"";"";"";"";"445.90";"";"";"";"";"";"";"4711";"";"SIM";"NÃO";"Arranjo com 3 mini Orquidea, musgo e casca feito no vaso de vidro. Suculentas compoêm a ornamentação do arranjo. É recomendado não deixa-las expostas ao Sol direto e rega-las a cada 15 dias. Arranjo perfeito para presentear e decorar ambientes internos A foto é ilustrativa, flores são sazonais e podem ter tons e cores diferentes ao da foto. Gostou? Então confira outros modelos de Arranjos de Flores .";"floricultura, orquideas";"Arranjo de Mini Orquídea com Suculenta";"Arranjo com 3 mini Orquidea, musgo e casca feito no vaso de vidro. Suculentas compoêm a ornamentação do arranjo. É recomendado não deixa-las expostas ao Sol dir";"Praça Das Flores";"SIM";"";"";"";""
"belissima-orquidea-azul-cachepo";"Belíssima Orquídea Azul Cachepô";"Orquideas";"";"";"";"";"";"";"219.90";"";"";"";"";"";"";"4124";"";"SIM";"NÃO";"Belíssima Orquídea Azul No Cachepô De Madeira. Dimensões aproximadas: 20 cm largura x 60 cm altura. A cor do cachepô de madeira poderá variar de acordo com a disponibilidade em estoque. Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Belíssima Orquídea Azul Cachepô";"Belíssima Orquídea Azul No Cachepô De Madeira. Dimensões aproximadas: 20 cm largura x 60 cm altura. A cor do cachepô de madeira poderá variar de acordo com a di";"Praça Das Flores";"SIM";"";"";"";""
